user_uid,first_unlocked_chimera
8a4a1bbb-aeeb-4796-980d-5b7e17a643f8,Flaming
328421a7-eb67-468d-be7d-6c956d3535d3,Aquatic
907368ec-2fcb-4bf8-9699-81975937c802,Flaming
64d1ae13-6810-46f8-853a-bf68b4f57572,Lightning
98c19678-6706-4e7f-8af1-0cc4966e5c25,Flaming
3baa21e4-646d-49e1-a488-7853ee3ea79c,Flaming
49f8693c-3fe7-4505-a186-feaac682d913,Aquatic
7f527fe9-6c4c-4894-8764-a09b5d65fbe7,Fairy
03950092-e67d-4e77-84cc-486daf276843,Aquatic
1d2ed3d9-71ba-4606-9542-7ba277d9e187,Flaming
d6a04885-ea4b-4167-bd5f-e22d8eca826a,Natural
3b68bc8b-2f8f-4e67-b81f-3ba51d827a9a,Flaming
4bed62ae-3a21-49a0-bb91-9541e7a0ae80,Flaming
f8fef6e2-d6e3-4481-b2dc-2ec59e52dd4e,Natural
ddd69e93-5005-46cb-b826-fa73999e97be,Lightning
73e81a44-389c-4477-b22c-c1d69ab0ab5f,Lightning
f288ed82-3394-4403-974c-7d1ac166dfc9,Flaming
255ab671-9f9a-4429-bd6d-40e0dd47258a,Aquatic
516535bb-8de0-4d20-8a8e-f49622faa419,Flaming
49ba0c9c-b7e6-4c72-a188-7687948f58a9,Flaming
03454b91-6e5b-411d-9b65-8975fa35dcf1,Natural
ac84a09b-2870-4f45-8e11-088bd4b650cc,Lightning
3a3425dc-8585-4cb3-99c7-2f02b94c1018,Flaming
331f4f9a-8bdc-48a7-9c54-d393cbad185e,Flaming
b896d9b1-eefe-4236-ae8f-aadc03214c47,Aquatic
aa0edf47-d059-4ba4-81b8-20b8dc1b4349,Aquatic
b8532a87-dd52-4be9-b3d6-f6d3a6f37cc0,Fairy
cc571f36-a3a1-4003-88db-e2424c970eff,Flaming
70eca0a1-f750-4d9e-ab11-c258248951fe,Fairy
2102f56a-a005-4fa9-b74d-8a5177201eb9,Aquatic
9889b3e7-de19-4408-8e67-882b53f8bf8f,Flaming
0cd55b09-449c-4f84-b936-b5d6a7796538,Flaming
0866dd8d-8fdd-49a1-bd32-c782b88b40d1,Aquatic
1fbefddc-99fe-4329-824f-9e4c4791917c,Flaming
b76785b8-9b61-4b65-a060-e1d3a8821b3f,Flaming
f98f7929-2b00-4d56-b3c5-74f3fd7db260,Flaming
5c95a1f5-54f4-41ca-803c-58f53b95f235,Flaming
4c709dda-f533-44e4-87cc-bd374ad4d11a,Flaming
b12e7ce0-e9a7-4012-9a50-c2de4fdc1d7e,Flaming
3a4f6f84-24f9-45cd-979d-282df3491916,Fairy
c67035d2-2336-445c-9e9e-1749f5e3c650,Aquatic
56ce401f-e70e-4b64-ab2d-16b38c387495,Lightning
fd4849e7-821e-458b-a720-d3c50bd8ad11,Natural
15e4e4c0-9de0-4c76-a09d-e8157bcaa0da,Flaming
e39cf0f0-2ff4-4b5f-acf3-d7549c80d229,Lightning
3aa53f94-c2ff-42fd-a14f-f4e77f60560c,Natural
1166780f-df31-4fca-a3af-9669790dbec2,Fairy
302ec8d8-6503-4cd7-8bb4-da6d0d46db78,Flaming
11e4578a-7bbc-4532-ba15-5bc9ef08c8ba,Flaming
59e7a79c-4a3b-4284-b592-684095655cf5,Lightning
84a2e342-4f76-428b-8cfc-f2b20d16b74e,Natural
f04d62bb-638f-4189-b9db-642a612349b3,Aquatic
b4b35e7f-b649-458f-a3b9-828d50ff375a,Flaming
9ff95286-a92a-4ae5-a2dc-508098562bef,Fairy
785c0994-2781-4079-a2f0-b29758a561dd,Flaming
3858005e-2155-4259-917b-6f95751ff184,Fairy
681819cc-3337-4b07-9060-0b5d6d9c5dad,Natural
e64458a7-fb17-4194-8094-4450c472ee49,Lightning
5df0d549-1e6e-4e6d-b7cc-b94c3e7f108a,Natural
3fc50da6-16d8-41e3-8302-1d3a0486a0ba,Aquatic
c1fd6632-8875-4fca-b46e-dc1e1bafc7af,Flaming
50fb0fe8-160d-46e1-9ea4-b20c0eb74530,Lightning
bdef0c0b-4548-46c9-a122-162e2f4050c4,Flaming
20e99e9d-7931-427c-8831-0169b7c734d7,Flaming
f0ea55f7-b4a2-44b9-92d2-1000ed1668f6,Aquatic
a790ec49-1fd5-4f4f-84fc-d99e0ccd052a,Aquatic
747ea0bc-11b6-422c-aa41-3097afaa9ad3,Natural
e4318d7a-ca59-4b6e-b203-896651d1ad86,Fairy
3f7a906a-74e1-41af-b4f0-31268cf6b7a0,Flaming
f03ce713-16fb-40a2-ad63-87ab8cca1767,Flaming
b8f75528-3178-4ab4-92ae-82e68b55ba01,Fairy
61e24517-ac21-45c7-b7f3-2ff10ffcfe87,Lightning
46633077-e39c-4caf-847b-f924f29ff020,Aquatic
ab943236-ca7b-4da2-a1e4-fa3c2eb15a72,Aquatic
e32b68d1-2832-4b68-a18e-19864e8c2863,Lightning
8337e549-4ad6-410a-8039-802c683cb6c2,Natural
709cdfb0-b7e6-462a-8f5d-96ef3b544c9a,Natural
9b3a45ba-4b41-4794-9ee4-7eeea4dd8a35,Lightning
6706bd8c-4821-470b-8538-a8766579d465,Aquatic
5561d881-136e-4a3e-97f0-a1d3e899a844,Aquatic
39690baf-dec1-4386-a32c-933d0a09934f,Fairy
5774f064-5744-4b4b-b1bc-308a13fdd139,Natural
3a6db09f-a082-4d42-829e-8b806d16e122,Lightning
3bb05dea-e2ee-4d4d-8705-31de55c30b9f,Fairy
c1af5d14-6abc-4f8c-87c1-3a5bf07716a6,Flaming
e3367470-b058-4165-850d-d42854b17a88,Natural
2112c41b-ba78-4600-b5f6-a8d2b9da9369,Flaming
ef61f388-1e34-42bd-8d88-1ddffb1181b4,Fairy
a63527b7-f5ef-4169-906d-ff8d620c1247,Fairy
fe4b4e6e-0154-4a6e-8afd-8c599cb18413,Aquatic
db4cda93-abe1-4429-863a-f01814dc4295,Natural
94954adc-58d6-4d75-8f43-220c92b09fc0,Fairy
fd6a3f38-60fa-4f9f-8037-1c00ac237427,Lightning
1e073b28-3848-4cbb-be1e-fd271a36a8a4,Lightning
111b3918-7600-466b-bfdd-b26a0ab7a496,Flaming
bbb66bb0-d7b9-4e9f-ac17-e6956d2bd4da,Lightning
29e066f4-71f6-4522-894c-4d59cac7f764,Aquatic
8479e54e-26ef-4937-8c06-84e1d68ba01c,Natural
52988c57-6e47-472e-97aa-b42f66a730e5,Aquatic
051ca027-342a-4433-8c8f-4c36599628ef,Lightning
f37b8870-7d99-4a2c-97ff-8fe5877d7874,Aquatic
b26c7859-af90-4205-bb90-8f03910b2e70,Lightning
618c045d-4b74-4cb2-9004-0bc931311353,Aquatic
f4b36fca-7251-48bd-b48e-cfbf4459e609,Fairy
35da23df-bfb4-4bf2-9cf0-8d07427de67a,Natural
ba56ad59-6040-4176-ac37-ce4feb26f31c,Flaming
4f0347fd-dcd3-466f-ba68-af8dac5e086e,Flaming
2279c7e4-7d09-492d-ab35-b815559f40c9,Lightning
1a9aac33-802c-4879-ad4a-6472f4e6f969,Aquatic
dd0efdbb-f427-42d2-8ef8-dfdc961854dd,Flaming
bd2c9a4c-b2ba-4c03-a1fe-b7358c75bb70,Fairy
3adf3cc9-0f2d-45f9-b302-3a9ae7c867f3,Flaming
a19a9908-2a1f-44e0-800b-467f05ae8384,Natural
093005eb-5159-44c5-a517-47feca6807ca,Natural
049abaee-c87c-4d5b-83f0-06663b386d26,Aquatic
98a8efee-ca12-4eac-a86d-5f100eac5661,Fairy
1f5d807f-2f5d-42a3-9ef0-a7267ae3cbeb,Flaming
4ea2cf16-f36d-4f44-a028-70386dc9e57a,Natural
cfa0e30b-d7d6-48ef-b00c-fb668216dcf6,Natural
a6444413-875c-4951-b190-aadc8940341f,Natural
d81c9724-f4b5-43d9-be68-b66d2c1e55b7,Fairy
92da70eb-de5a-417a-b1a5-9d05b24cadfb,Lightning
0121b60e-09da-476a-93bd-5a39c999a200,Natural
65d72552-fef9-475d-b7c2-d011f3291274,Lightning
deab2882-41f3-4e19-b142-ea5fa02ec678,Aquatic
84f63506-a260-42f4-a508-be8693c47b6d,Lightning
f3621ea3-b786-42f0-b1cc-4eb427e0110e,Fairy
7e25fb99-b45e-4869-84ce-b003b663d575,Flaming
20618a05-714c-4dc7-afad-a780d3993a08,Fairy
e6bd7018-81d4-43fd-acac-da8b586b6640,Lightning
0806e6cb-0e47-4d30-8f26-d559fdc2732b,Natural
c1b8fee6-c7d2-43b2-ad8f-3039f67007f2,Fairy
7f764310-ac11-4c50-a5fd-449d05e559ab,Aquatic
476c0b67-4c8e-4e73-9666-5de594247edc,Flaming
a6d02ca3-69cf-4eea-88a1-f926e898ecf9,Natural
a996f57e-9ab8-4b32-a180-0050dc48f5ba,Natural
0d2a4da8-393e-4cdc-8ec4-a1e63ffbd166,Aquatic
3001c34f-71cd-4dbf-961f-ea8e92f18dd1,Natural
f67505e9-3175-4ba4-af75-7587bb0e3003,Lightning
7c77f683-69a7-4ac9-8ffd-714651141a2f,Aquatic
0a3c3fea-09e9-498b-b26e-d055d1b949df,Lightning
5f6f14c3-1987-4bb8-af6c-435a302355ee,Aquatic
25c58e70-b33b-48bc-a7b5-cbc6d49fd6d7,Flaming
4c4c8445-2ce0-452a-888c-fcb979e580db,Flaming
1a81b59d-8437-4a12-909f-6708d6c76b9d,Lightning
ec00a1a8-ef2d-4a30-8529-fa68cf1e564b,Flaming
a6a9fda0-1999-4279-9367-052571fea9b9,Fairy
9a864f9f-2ad4-4d29-a8f3-9393d68a430a,Flaming
282149ca-c06e-4a79-b090-fa07c456196a,Lightning
90b1100e-1a97-4cbf-8942-c38980d38a32,Natural
b47e0915-b265-485a-91ae-6ff49886b131,Aquatic
a8c01103-3e07-4e21-80b4-240073f78c91,Fairy
cd413414-f163-44a1-9c76-a7a32e6e67dd,Natural
284bd123-8a02-4e6a-8b19-0ccfcdd70b90,Natural
be313c8c-56df-42d0-96c4-70b162db1234,Natural
833d4bdd-3623-49fb-bd54-da28ecfa3ab0,Fairy
4ac0c098-a83f-445f-bfab-4f25d31823e0,Flaming
c92dea8b-c2be-4456-a6ef-a657c563f571,Flaming
9174a633-a3d7-46a3-9bd5-c91d0e27c2e2,Fairy
e5fd18fd-864a-4ee2-8c2d-320e381bfe6a,Natural
24c708bb-49e9-40b0-a9a3-d019fbd7c657,Flaming
e8a4b506-4976-43d8-b890-22dfb80a54d2,Aquatic
fdad8226-aef6-43c7-ae87-80bfc4559606,Flaming
22f73bce-e368-423a-b421-3d0dbaff0f33,Fairy
c215102b-a523-41f9-bd1f-33e65d8f2ae4,Natural
89c48c60-de4b-46b3-a8ed-afaa4d0205f6,Natural
b5cd0350-ffe2-4489-b806-7779aa793b72,Aquatic
3a9217d9-36b3-4521-ad4f-92b315cd170f,Fairy
e14de0d1-b51e-4b51-8ebf-3f505c72775e,Aquatic
0caf3368-08cb-40f7-a95f-db0a7109475f,Lightning
2fd6193c-5dc1-40f2-bb07-2587a856293e,Lightning
de656b0d-bfee-4888-80d4-79eebb4029ed,Flaming
2e519661-bd83-4671-ba06-c81cf1fad416,Flaming
bc6d3069-9683-413d-8e23-a2f082a98500,Flaming
1f9c834b-6949-4c71-826e-24b75d5ba84b,Natural
7afddb37-7ae3-4c28-bb55-c88a4c09b388,Natural
50ad76c4-0086-4c9d-9140-cc6f7e60bf54,Fairy
56501f85-24e5-4da2-b30e-411a05985a76,Fairy
243190b9-8bfa-4ac0-bee1-e1b54c5a75e6,Fairy
35eaaa26-612a-4062-820c-32e1cd034e20,Lightning
a2b042f6-90a9-457a-a4dc-c622daddce53,Lightning
15caf4f6-b63c-40ec-8028-43ca57c37b7f,Natural
3dd2c83d-94b8-45ce-9774-8d4993459d9d,Fairy
d2bd1698-b04d-484e-80d6-0ca00a514658,Lightning
d3160e45-a5e9-40d3-8600-716acc9f9ee8,Natural
d5700c5b-1236-4aa4-82fe-bc7c61addeb1,Natural
1a17c310-5902-4474-ad29-80454ff2f923,Lightning
c76c95ff-2d18-4dba-bf81-34a6166ddf6f,Flaming
2cde538d-6349-460d-97ea-c0c3e3ebbb0c,Aquatic
e8ce2977-806b-48f4-a620-838b24d05378,Natural
27744fdd-bd44-40f4-8acb-07cb6cb4f567,Natural
cb62d1a5-661c-4628-8406-a6209b4a7669,Aquatic
05efa5a6-87be-44a0-bbc6-d7fcc6868273,Flaming
09307571-74b0-4f31-a6e8-dd593f496d44,Aquatic
5212acc6-42ff-49ba-8f93-c8eb1cedd766,Lightning
de6e9e23-eb45-484b-bd10-eb20b0c2c3d2,Flaming
593c01b8-1b11-4542-8151-b9b819ad5d75,Natural
abc34449-b7b9-4f48-9987-024a6674909d,Fairy
7df8aaad-c31b-40a4-8efd-409ab734213d,Aquatic
2b388d9f-df29-4634-be06-4d1b9122a782,Fairy
6450b802-59f9-44a6-8818-2225574eebc2,Aquatic
f0d9daa2-f1d5-41a9-b20b-8c77080133d7,Fairy
a1b637eb-e87b-4c7b-b30b-b613fe3fa886,Flaming
c7faf486-f8ab-4427-9389-baea9b7d5a2d,Lightning
865fbd63-47a7-4bf5-be71-55f7d4bdd3b3,Aquatic
4b400935-793c-4612-9f05-0cce1c3f1f0b,Flaming
e01d8a32-69a5-4eac-953e-7b00b7a2b814,Lightning
097b905d-bbae-459a-b194-2ad20edbc5ce,Flaming
d7b645ba-db40-48e8-9b32-a23d47f58d1a,Aquatic
ae6d08d1-8db2-4288-9067-54a556bca06e,Lightning
415a9779-44c9-46ee-a189-203be9d0df79,Natural
7ffd840a-c5e7-4563-a59e-635af83bc265,Natural
1fa1f955-fbe0-4046-a720-42778f22f316,Flaming
b15c0921-0b1f-4c02-b0c2-bf151e030d84,Fairy
e876e484-d8ca-41df-a7c6-80dbc3dcaa30,Flaming
005a1ec1-f9c6-4786-b6e8-75c32392d490,Aquatic
31a116c9-df34-4c73-941c-4a837311c6d1,Flaming
2031a510-fb8d-49e9-9d99-790578ea221c,Lightning
2766d6e0-0c8b-4384-82da-f9bbf9414d75,Aquatic
aabcc44b-f1aa-4f5e-833a-baf38aea4ed8,Fairy
782e9b4c-bd75-4cb3-babc-bf4fbc61a0eb,Aquatic
31963bde-2373-4012-8bd1-3b58a2b430ba,Natural
7d9c65f5-c536-4a7a-92fa-d0fe02619b68,Natural
ecd14aab-7baf-473b-bf0c-5ff124df983a,Flaming
e0259320-3730-4aeb-adeb-64c87b479f5c,Fairy
fd6a2109-cec7-4efa-83e3-f70c6df3d1a4,Natural
a482f716-1ac5-478e-be78-0946a9f97405,Flaming
7fdc6a64-46ec-4dc6-adb5-e28cb5e135fc,Flaming
e9034081-1bf3-41e7-af95-17f9d7fc44aa,Aquatic
c301b240-b4c9-445d-ac56-70292b86fedb,Aquatic
c56db170-0632-481b-8e54-37039cba8a53,Fairy
90256c8e-1012-4260-8192-c56aa12304bd,Fairy
e27b1641-5180-498a-a61d-9453163b4e82,Flaming
dd957976-3e46-4c7c-b869-ea3c0eb03a79,Flaming
613c433e-993d-49c7-96a2-5e6e9109f490,Lightning
dff777dc-2b4b-4905-9fc7-8df48070c3a3,Lightning
3857c79f-41d4-42a3-82c5-88d28a0f104f,Lightning
63ab1115-e0b8-4999-b8fc-af3a2d404315,Fairy
01b04ffe-945f-4269-bade-75cbe89a1c59,Natural
630bb231-fe08-4e87-8216-0d4a187380ae,Lightning
a225732a-9ff6-4534-bd87-db4bbb59878c,Aquatic
3a4cb8c3-11a3-4b41-8dea-14c70909fa41,Fairy
e7d55de5-7eda-4a5d-a862-602147fff693,Lightning
cda75964-f006-401b-aecf-8d67582cd36e,Lightning
b21028b1-724b-40f0-9770-66d4549ede54,Lightning
4b199b40-948e-42b5-9b9e-95a996eb1903,Aquatic
66557a50-2cbf-40c7-bc7f-4166f6b5185d,Fairy
03f14b4b-53fd-459e-88d8-11a0c3faff95,Natural
539e5138-5128-4999-8422-ea5de2dc0765,Flaming
f6ec15f2-8594-456b-a551-0d9754491314,Flaming
59af27c6-066e-4ed9-a65d-a75ad63ad494,Flaming
9d86e041-aad9-4219-bffc-fcb7f5fe38a9,Flaming
a30c3364-99cf-4ec0-b62b-d21a12b30d95,Flaming
c8ef0a5f-fa6b-435f-a9bb-4462a5cc7a28,Flaming
ea666caa-d41d-4f1a-9c6d-c54b58f1d7c0,Lightning
d5eb9be0-751c-48a6-b2af-3fa005744981,Aquatic
1c9031eb-6e71-4c09-a4e7-d808de735f37,Fairy
2bc3abfd-5345-488f-b3e7-9662527867dc,Flaming
0adcb688-45be-44cc-8b7a-a18ddc6df990,Natural
de67adfb-462d-479c-a4b2-5db5fd507c2e,Aquatic
b83b625b-1d9b-4ac2-96a2-7c5a8bdea478,Flaming
778a7dca-9273-4937-a13a-f10f12660c1d,Flaming
22ad603e-e60e-483a-9c34-a585d3a42cdd,Aquatic
4401fd3a-958b-4d9b-8ddc-4bf4b31e0efa,Natural
265d40e5-b81f-441a-8353-1c0d0e25048a,Flaming
2c4cd6df-7a4b-46b2-b4d8-b0d7b82a7906,Natural
74299073-a4e8-4453-9c33-b6e9d5252bc3,Natural
1691db4c-945a-4533-b2d9-1e247875a832,Aquatic
e4d6b039-d1bd-444c-9b21-6f62123abda4,Lightning
f11efe93-506a-48ff-a2fb-3a9424e24ed9,Natural
a09606ad-1801-4b4e-a4f7-009cfefe1e1f,Fairy
ecf40a5e-686d-4e5b-88d2-f3aa52caa428,Flaming
7548e05e-e429-4301-a44e-b795cb586b7f,Flaming
a3902831-9203-443a-8944-e52470805d99,Flaming
d7c9f06b-b733-4db2-a347-2cbf1c287dc8,Fairy
5f246e51-c09b-43e9-a937-3ed8f60f2463,Aquatic
1a80c2f4-63c6-476c-b867-fce0d1e2a41e,Fairy
f20f13bf-9858-4184-875b-86ae14dfd7a5,Lightning
f7375103-14fe-4e9b-ad90-a9f0c19b9f7f,Flaming
c154404c-f80b-4ef3-a303-531e3b09f7a5,Flaming
73048a34-afaa-4591-9a59-dc0722b15bae,Lightning
f549b7ef-8da5-4597-9880-082c90834ef7,Aquatic
71f3d8da-5396-4b6c-8481-17daa4a274f8,Fairy
9f36aa74-514e-4526-b88d-c194b0648af9,Lightning
d1c96319-d742-4e20-809f-dbc0439ec0d2,Lightning
d1426eed-cdc5-43de-9663-0b453b7f6669,Lightning
283a3071-c0d2-4b79-abe9-53a24db8d484,Fairy
f7f2bcbb-b430-4e83-8c09-0d8dca1e3472,Natural
f8de6774-613b-484d-bd29-c4b26a337a52,Lightning
8b603cec-ac51-47be-b1d4-7aefbd796ed4,Fairy
7cb75331-4f2d-4792-b903-1da8347300a0,Natural
51c380ba-5090-4cd6-baca-24b6f8a1bfcb,Natural
7c591222-8b21-419a-825a-60cfb89774d1,Lightning
4d6b2a1c-a3cd-4087-a272-2a37c94edaeb,Lightning
5afdd9e3-1127-4e44-9207-1b58ff6586c5,Natural
2664c000-fd69-425c-a354-031cb3f8c954,Aquatic
eb8e4f8c-45f4-43f5-821e-31306afd8a56,Flaming
ff99be1d-94e5-4748-93c0-db721baac104,Natural
e3adc013-3e6c-4216-bd77-52cc6c939ddb,Natural
44119bbc-1327-4293-8198-d51b5d2fee0c,Fairy
0c8c5742-7c2b-4d3d-822a-3a7472bbee9d,Flaming
462e8400-8058-4d20-9c1b-05204fc741d5,Aquatic
1d358761-8a5d-49bf-90a5-28fa5e792ac7,Flaming
201d1190-23bc-4c32-bf36-b74d14eea2a8,Aquatic
8b1f84f0-2f99-4d5e-9f15-54486b4ef522,Flaming
bb59aee3-55ad-468b-b342-8f6933e86a36,Flaming
11d82508-40ae-4e04-8249-1221ee280b4c,Flaming
2c699d47-fd01-4561-a849-7f7a8d007976,Natural
bc505aa4-8ae0-48d6-b342-eee98ae4ab36,Natural
621d981d-7665-42b7-aca8-792a25b15cd0,Fairy
64eed766-441c-49df-ab5c-f51f5a20d74e,Aquatic
689524d4-5611-43c3-b9b4-67f0ae7b104a,Fairy
ac706efb-9264-4d61-9703-ae8dc8fddd5b,Natural
e335c1bf-bf47-4cd4-b028-90a3a3ff8162,Lightning
81b2b177-47df-4494-a7cc-4811768ad611,Aquatic
aff8703c-103f-40ea-a707-11c5c668f89b,Lightning
f40fd5ef-325d-4b77-8e40-336336989af2,Lightning
bbd36494-3fc2-4110-8afd-948ddf3e222a,Natural
4fe1d202-9e57-43c5-b924-d880ce5793d8,Natural
2d552c47-74fd-42cc-8cf9-313aaf60e9fb,Lightning
ecc0daec-c8c5-4a2d-b461-20d3d45eb97c,Aquatic
5994806b-8f8c-4750-929f-23ad350a6da7,Fairy
464a0a1a-624b-4483-93da-6b00f405d9fe,Flaming
f267c1d1-f16a-4e72-9d6e-b158f69327d1,Aquatic
f20d376d-6107-4050-a79a-a5a73f49629d,Lightning
1cd5bcbc-1b84-4264-a2b1-8d29e9b030c1,Natural
20bbc522-2073-43a0-8f85-5cdef44343e4,Flaming
a4cadd81-6092-4395-83d3-f618646b0bae,Aquatic
e26f4013-50eb-44b1-8f78-3c121d170f43,Aquatic
d38f18c4-baba-4a2a-baaf-c6bf3bcaa17b,Aquatic
b8b98227-a91b-4cdb-8ec2-2d4e024be108,Natural
cde2c7d3-4c6b-41de-909c-313c4a43e281,Flaming
ff8f819b-7e84-45c3-8d13-10e6aa35b7c3,Flaming
b1139072-8198-4b82-9bd6-50bb5ff5b014,Flaming
61849a75-c8e0-4d6c-9af3-397d1d5070db,Natural
9e40171b-328c-4bbe-8877-0a88c56992ac,Flaming
d7949e64-1d7d-432e-a92a-5234a7a0ad65,Fairy
7dbfea28-bb55-4787-b584-46622cde8b98,Aquatic
5249a71c-cee6-4c5b-98d1-33a265847993,Natural
30862a6c-36f4-47d8-ada5-b56ed2b3d080,Flaming
149a99c3-17de-4e23-8cc3-038612b47e24,Flaming
51255933-3ad8-4481-939f-d62a4c9153f4,Natural
ec97f1d9-8b0d-428c-af3d-038af83dcf6e,Aquatic
6f5b872c-8e4c-404b-aabc-1bceaab828c5,Natural
31a02b0c-38f4-4cb7-94b3-643b4e54011d,Lightning
88e39a58-d454-4f77-bebd-8ab651106d69,Lightning
edfddb91-b073-45ca-b014-aaaab61d2403,Flaming
fa558f24-54b7-4e1e-b4d5-f309fc0e4fa3,Aquatic
820356ce-218b-43aa-8ae7-c2c42496f7e5,Flaming
6ee90b38-50a6-47f5-8170-82088976328d,Aquatic
72235ca4-2a47-4b07-80e4-94981a55953b,Flaming
afe36d34-12a6-4ca0-a3da-6d4f4f0a8a27,Lightning
0c3ce113-51cb-4aae-97a5-8d290bdd7aec,Natural
2bba985c-8214-41d5-9b57-8117b48b95cc,Fairy
928fb1e7-cc8d-4d78-a0e5-5527974a6c79,Natural
0d7bfdff-6a68-41ff-8b07-1067e3300f6f,Lightning
2fa58fd2-a272-4f25-807a-cb8ab9e1c5be,Fairy
f94ae9a7-11ea-4a59-9622-56ef664dd03b,Natural
4f3b7868-017f-4582-9526-1028a15a44e9,Flaming
40cd0093-cbce-416b-b542-c55525c36c92,Aquatic
85273139-89cd-4ad5-a4d3-345888aa5c68,Lightning
d33b44e3-a8f6-486c-bdc7-0213fd040fbc,Flaming
05edc749-4697-44f8-a3c3-abd06e88a203,Lightning
8381444a-6395-4a77-afc6-706b6e104883,Flaming
e5657f7b-a138-40ef-832a-d37b57abe9a7,Flaming
2daae434-f1fe-4773-8dcf-a063fb757ef9,Lightning
b960f7fd-650c-4560-9067-c6c76f87ff19,Flaming
822a08d1-dba4-4268-915b-046765ac3aae,Natural
6dd6d0b1-ec23-42f0-b1bb-6d9cbb999a7d,Aquatic
575a8f79-aaf7-4d06-93d0-bb5d08ba03ec,Lightning
ee68a224-efd4-4ab9-ac55-6c13e248a4c5,Aquatic
d382374e-0a1b-46a0-967f-a6704b9d5f36,Aquatic
a6ecd576-aa51-4527-86fb-8d483651fdb7,Flaming
974df096-c2e6-4e68-a9d3-5eaea739f8a3,Flaming
a7bcb1c9-6c4a-471f-bb49-47c6f4d58b38,Flaming
3aa70d53-fc33-4a6c-afc0-1620660f4e3c,Natural
8231d305-a441-4966-a709-22f9e56c234c,Lightning
5a7d7ffa-a512-4d03-ac13-7da0ef1b2e1b,Aquatic
0441c1aa-e1cc-4375-9243-cc8bb0f20d2f,Flaming
67e7b721-3798-4731-9d50-f96ec0d50b0e,Natural
8ab772d6-7f87-4954-8710-1f83bf4a8521,Fairy
62b72316-f73e-41f0-811b-3b7e06db34d8,Flaming
bc5947bc-176e-4979-b8cd-40e4b9d4e8de,Natural
ad879cb0-ed8f-4137-9d4d-8474260276ff,Lightning
1a27decf-0f1b-403f-a28e-5d26dc55d4a2,Aquatic
b06650a0-640b-489f-ac97-3208923e30d6,Fairy
3ed6de4a-60e2-4f44-a17b-931e1b975bdc,Aquatic
954a991e-1d16-4df9-b376-5ae081e58662,Lightning
f52ce5cc-f9e2-4262-bba1-098be8dd6582,Aquatic
beac4a77-76d6-48fd-bae4-0873b75a3310,Natural
99e18e89-693a-4d92-b13c-71426bcea527,Flaming
8aecd266-5e10-455f-b86e-4c2d5a4c3841,Natural
303b9d95-bdbf-4f09-b850-f8210f2d4cd2,Flaming
2f1aed1c-5b2e-428d-a7c8-ef087ac71bbf,Natural
610908a7-f25b-40d5-9013-d1307cfccf23,Fairy
1dae8596-60af-4605-bbfa-1736bc1d4599,Aquatic
53d1d569-da3d-4c1f-a985-e3672dbadd62,Aquatic
b2f2b0ab-b083-412e-914a-9fb51b01371d,Lightning
e4a88b9a-e21d-4523-97c0-d1934767c440,Fairy
f4ecf7b3-5247-49ee-8400-31716216c619,Flaming
bd7ee1d0-27c7-462a-a22a-9c80b8897391,Aquatic
0e09de89-066f-45db-8b2c-0095e251fb39,Lightning
a5f02939-915c-4737-bf37-6d26e476c169,Flaming
40641623-a922-4d8d-a5ca-22c0fe3854c2,Aquatic
1dcc1c44-6c3b-4180-99b4-a434b8dbbd8f,Natural
cb9476bd-0262-488d-b708-75b440e5fbca,Aquatic
fcfa5425-463b-4969-9f77-24d70cd13751,Lightning
c3460463-b869-4089-89d4-ee77700ed748,Aquatic
daffa202-e2e4-4ef5-9c14-20605caf23d6,Aquatic
9b3161f4-6a00-4b10-bcab-9af99576e05e,Aquatic
b3588e78-e6a7-4ea4-81ab-0db9a30c9b1f,Aquatic
de5ab217-9296-4cca-bf78-4b38dbc7fddc,Aquatic
a2915003-e940-42d4-84e6-c3858dd3da12,Lightning
46add533-44ed-4c64-8e05-39582de1252c,Natural
89a91445-4834-4768-bfa8-7720bde27fd8,Aquatic
3125b16b-c729-4d3a-9374-67f7ec2d3cc7,Natural
567019f0-1c84-4190-ac18-cc4e62a87084,Aquatic
c186b5fb-7be0-41c0-99e4-b05c320da29e,Flaming
d24c38a4-691c-4d1b-b4b1-d6b3ae53be53,Natural
79b69dd7-d231-4c9d-b2b8-45c36eb70ea1,Flaming
62738482-28cf-44d3-add8-711916ef158d,Lightning
0a5b582d-f030-4cc7-859d-ebb6d1dbdf41,Flaming
60a3e3df-775f-436d-ad3a-7c7dedd92604,Aquatic
c5ed31b3-e81e-44b3-a839-6a18a8962d84,Lightning
f2f1ff9c-ad32-48da-9005-51373123d9c4,Aquatic
4a5daf74-637d-40a7-a76c-0279e50d7f80,Fairy
f8339038-83e6-4250-8f84-3aa607e25d13,Fairy
6c4d1cdd-2505-4309-942d-2b186686a565,Flaming
d20299cc-8de6-4dd8-b08f-90343fb80ebe,Fairy
a4d32936-aaaf-44f5-ae1f-2c4444e3c3e1,Lightning
c53ae6b7-0f1a-48cc-ac3a-4b2c2a486828,Flaming
e6cd804d-21f6-4051-b12d-febda9c20f05,Flaming
86421b9a-42ec-47d6-8aa6-97c5d89bc26b,Lightning
4f15a706-c7f5-485e-be57-97fe07c73866,Fairy
449c0054-8daf-492f-8a45-d5c42f95682b,Aquatic
6ac245bb-473d-4e63-a752-d81dc8215528,Natural
